Reserva_ID;Quarto_ID;Hospede_ID;Canal_Venda;Data_Reserva;Data_Checkin;Data_Checkout;Qtd_Hospedes;Diaria_Media_Cobrada;Status_Reserva;Hotel_ID;Numero_Quarto;Andar;Tipo_Quarto;Capacidade_Pessoas;Vista;Tarifa_Base_Diaria;Hotel_Nome;Bandeira;Cidade;UF;Perfil_Destino;Categoria_Estrelas;Ano_Inauguracao;Nota_Media_Avaliacao;Hospede_Nome;CPF;Sexo;Data_Nascimento;Cidade_Origem;UF_Origem;Email;Telefone;Nivel_Fidelidade;Qtd_Lancamentos_Extras;Valor_Consumos_Extras
RSV-64896934;QRT-75780;HSP-498404;OTA VIAJAMAIS;2025-10-05;16/01/2026;21-01-2026;2;645,41;Check-out Realizado;HTL-878;307;3;Standard;2;Piscina;519,92;Horizonte Plaza Maceió;Horizonte Plaza;Maceió;AL;praia;4;1999;9,0;Elcio Queiroz Aldrovandi;329.237.323-91;M;1957-05-29;Campinas;SP;elcio_aldrovandi37@hotmail.com;(41) 99060-6259;Bronze;5,0;454,21
RSV-50921935;QRT-72144;HSP-081329;Site Próprio;2026-02-04;2026-04-12;2026-04-17;2;511,69;Check-out Realizado;HTL-785;204;2;Standard;2;Mar;547,17;Horizonte Plaza Búzios;Horizonte Plaza;Búzios;RJ;praia;4;2008;8,9;Lothar  Michels;448.063.446-05;M;1994-01-27;Uberlândia;MG;lotharmichels31@outlook.com;(11) 98001-1372;Bronze;9,0;3744,87
RSV-34782669;QRT-91628;HSP-558207;OTA BookNow;2025-08-22;09/12/2025;10/12/2025;1;182,12;Check-out Realizado;HTL-606;408;4;Standard;2;Interna;259,97;Horizonte Express São Paulo;Horizonte Express;São Paulo;SP;urbano;3;2017;9,0;Carolina Santoro Arcie;599.896.258-32;F;2004-04-08;Porto Alegre;RS;carolina_arcie@yahoo.com.br;(41) 97284-8059;Bronze;0,0;0,0
RSV-63209273;QRT-96428;HSP-575861;Agente;2026-06-27;08/08/2026;2026-08-12;2;418,28;Confirmada;HTL-606;105;1;Superior;3;Interna;299,83;Horizonte Express São Paulo;Horizonte Express;São Paulo;SP;urbano;3;2017;9,0;Palmério Lüdtke Falcão;021.501.343-30;M;1985-05-06;Porto Alegre;RS;palmeriofalcao7@yahoo.com.br;(31) 97935-9840;Prata;0,0;0,0
RSV-55592341;QRT-06043;HSP-578800;Site Próprio;2024-12-29;11.02.25;12/02/2025;1;200,47;Cancelada;HTL-606;412;4;Standard;2;Avenida;183,04;Horizonte Express São Paulo;Horizonte Express;São Paulo;SP;urbano;3;2017;9,0;Zeferino Liebich Ardiles;090.899.318-80;M;1973-04-17;Belo Horizonte;MG;zeferino_ardiles@icloud.com;(11) 99315-6074;Prata;0,0;0,0
RSV-15843165;QRT-70661;HSP-502580;Site Próprio;2026-06-08;28/06/2026;03-07-2026;1;1623,76;Hospedado;HTL-356;302;3;Luxo;3;Jardim;1481,48;Horizonte Grand Resort Campos do Jordão;Horizonte Grand Resort;Campos do Jordão;SP;serra;5;2020;8,7;Zenaide Bonetti Americo;495.266.645-07;F;1957-12-10;Salvador;BA;zenaide_americo20@icloud.com;(19) 99639-2955;Diamante;4,0;1098,71
RSV-99074562;QRT-92964;HSP-315500;Site Próprio;2025-12-21;21.01.26;2026-01-24;1;1699,68;Check-out Realizado;HTL-485;308;3;Standard;2;Piscina;1266,05;Horizonte Grand Resort Porto de Galinhas;Horizonte Grand Resort;Porto de Galinhas;PE;praia;5;2009;8,6;Eva Campi;488.189.848-53;F;1977-07-25;Uberlândia;MG;evacampi52@gmail.com;(51) 99763-7884;Ouro;2,0;363,53
RSV-28601224;QRT-90762;HSP-012136;Site Próprio;2025-12-09;02/01/2026;04/01/2026;2;1408,68;Cancelada;HTL-485;104;1;Standard;2;Jardim;717,34;Horizonte Grand Resort Porto de Galinhas;Horizonte Grand Resort;Porto de Galinhas;PE;praia;5;2009;8,6;Audineuda Saito;497.621.741-86;F;1989-05-15;Goiânia;GO;audineudasaito97@icloud.com;(41) 97853-6708;Bronze;0,0;0,0
RSV-18321643;QRT-72107;HSP-152740;OTA BookNow;2025-12-16;03/02/2026;06/02/2026;1;193,52;Check-out Realizado;HTL-606;505;5;Superior;3;Cidade;262,84;Horizonte Express São Paulo;Horizonte Express;São Paulo;SP;urbano;3;2017;9,0;Ernani Albino Krebs;181.205.464-58;M;1950-07-06;Ribeirão Preto;SP;ernani_krebs@outlook.com;(51) 99425-9770;Bronze;0,0;0,0
RSV-94989059;QRT-95618;HSP-599907;OTA BookNow;2024-12-28;13/01/2025;17/01/2025;3;2217,25;Check-out Realizado;HTL-356;402;4;Superior;3;Montanha;1221,98;Horizonte Grand Resort Campos do Jordão;Horizonte Grand Resort;Campos do Jordão;SP;serra;5;2020;8,7;Neomício Bianconi Vasconcellos;212.446.416-77;M;1977-08-19;Uberlândia;MG;neomicio.vasconcellos@yahoo.com.br;(81) 98686-5387;Bronze;9,0;2161,11
RSV-77826904;QRT-30636;HSP-063567;WEB;2025-03-16;06/05/2025;09/05/2025;1;388,54;Check-out Realizado;HTL-878;208;2;Standard;2;Mar;498,69;Horizonte Plaza Maceió;Horizonte Plaza;Maceió;AL;praia;4;1999;9,0;Ivone Aldrovandi Schaefer;530.445.002-73;F;1963-10-16;Salvador;BA;ivone.schaefer83@yahoo.com.br;(62) 96999-9099;Bronze;1,0;44,31
RSV-65797806;QRT-19734;HSP-296375;Agência de Turismo;2025-08-10;27/11/2025;04/12/2025;3;1246,81;Check-out Realizado;HTL-356;303;3;Luxo;3;Vale;1683,61;Horizonte Grand Resort Campos do Jordão;Horizonte Grand Resort;Campos do Jordão;SP;serra;5;2020;8,7;Célia Callegari;090.805.120-44;F;1989-07-06;Brasília;DF;celiacallegari42@yahoo.com.br;(51) 96113-7141;Diamante;12,0;3269,79
RSV-71387163;QRT-53040;HSP-357973;OTA BookNow;2025-05-28;23/08/2025;26/08/2025;2;577,11;Check-out Realizado;HTL-785;301;3;Standard;2;Piscina;481,3;Horizonte Plaza Búzios;Horizonte Plaza;Búzios;RJ;praia;4;2008;8,9;Jonilson Chiavegato Melo;378.826.033-50;M;1985-10-15;Campinas;SP;jonilsonmelo@icloud.com;(21) 96218-2678;Prata;8,0;2292,54
RSV-29755283;QRT-19734;HSP-912537;OTA ViajaMais;2026-05-29;13-06-2026;17/06/2026;2;1996,40;Cancelada;HTL-356;303;3;Luxo;3;Vale;1683,61;Horizonte Grand Resort Campos do Jordão;Horizonte Grand Resort;Campos  do Jordão;SP;serra;5;2020;8,7;Rudimar Antelo;060.145.792-73;M;1961-12-18;Porto Alegre;RS;rudimar.antelo63@gmail.com;(51) 99037-9708;Bronze;0,0;0,0
RSV-92853142;QRT-50555;HSP-768904;Site Próprio;2024-10-08;10/10/2024;12-10-2024;1;234,06;Check-out Realizado;HTL-103;305;3;SUPERIOR;3;Piscina;232,81;Horizonte Express Florianópolis;Horizonte Express;Florianópolis;SC;praia;3;2004;8,7;Jairo Carvalho Ardao;259.322.408-81;M;1976-05-28;Ribeirão Preto;SP;jairo_ardao@icloud.com;(16) 97206-4260;Ouro;0,0;0,0
RSV-89041114;QRT-13238;HSP-401874;Agência de Turismo;2025-08-24;19/02/2026;20/02/2026;1;430,79;Check-out Realizado;HTL-606;103;1;Standard;2;Interna;244,48;Horizonte Express São Paulo;Horizonte Express;São Paulo;SP;urbano;3;2017;9,0;Alcino Elias;485.346.557-07;M;1956-04-13;São Paulo;SP;alcinoelias17@gmail.com;(41) 96041-1703;Bronze;0,0;0,0
RSV-43345451;QRT-16398;HSP-629864;OTA BookNow;2026-03-09;09/05/2026;2026-05-12;1;588,99;Cancelada;HTL-103;112;1;Suíte Master;4;Jardim;464,32;Horizonte Express Florianópolis;Horizonte Express;Florianópolis;SC;praia;3;2004;8,7;Reni Ciaramicoli;605.642.045-01;F;1973-11-11;Brasília;DF;reni_ciaramicoli@yahoo.com.br;(16) 97392-9806;Ouro;0,0;0,0
RSV-60541275;QRT-00087;HSP-567214;ViajaMais;2024-12-16;30/12/2024;02/01/2025;1;556,12;Check-out Realizado;HTL-108;301;3;Luxo;3;Interna;780,58;Horizonte Plaza Belo Horizonte;Horizonte Plaza;Belo Horizonte;MG;urbano;4;2003;7,6;Luca Ardon Hashimoto;129.514.520-04;M;1983-07-12;Niterói;RJ;luca_hashimoto@uol.com.br;(11) 98893-3415;Prata;2,0;224,08
RSV-69994712;QRT-29854;HSP-069079;OTA BookNow;2025-09-26;2025-10-08;11/10/2025;2;1833,07;Check-out Realizado;HTL-485;201;2;Standard;2;Piscina;1110,08;Horizonte Grand Resort Porto de Galinhas;Horizonte Grand Resort;Porto de Galinhas;PE;praia;5;2009;8,6;Sabino Hayashi;120.039.344-99;M;1953-03-10;Uberlândia;MG;sabinohayashi56@uol.com.br;(16) 99662-3680;Bronze;4,0;348,66
RSV-25744421;QRT-16851;HSP-001659;Agência de Turismo;2026-04-12;06/06/2026;10/06/2026;4;2025,37;Check-out Realizado;HTL-602;203;2;Suíte Master;4;Montanha;1127,99;Horizonte Plaza Gramado;Horizonte Plaza;Gramado;RS;serra;4;2001;7,9;Erich Castelli;952.807.077-91;M;1993-09-11;Uberlândia;MG;erich.castelli@gmail.com;(61) 98170-6163;Ouro;7,0;992,6
RSV-28342401;QRT-42908;HSP-894148;OTA BookNow;2025-10-29;23/12/2025;30-12-2025;2;391,32;Check-out Realizado;HTL-105;203;2;Superior;3;Jardim;324,77;Horizonte Express Foz do Iguaçu;Horizonte Express;Foz do Iguaçu;PR;eco;3;2013;8,8;Leonidas Aragoni;040.465.511-43;M;1972-02-24;Belo Horizonte;MG;leonidas.aragoni@hotmail.com;(62) 96325-3011;Ouro;4,0;1664,37
RSV-60154644;QRT-28645;HSP-664425;Site Próprio;2026-04-06;08.05.26;10/05/2026;1;2308,93;Check-out Realizado;HTL-356;111;1;Luxo;3;Montanha;2139,22;Horizonte Grand Resort Campos do Jordão;Horizonte Grand Resort;Campos do Jordão;SP;serra;5;2020;8,7;Georgina Inoue;467.099.608-89;F;1956-01-02;Ribeirão Preto;SP;georgina_inoue54@gmail.com;(31) 96612-9376;Prata;3,0;1752,72
RSV-62660009;QRT-58898;HSP-496866;Site Próprio;2025-07-06;15-07-2025;19/07/2025;1;558,03;Check-out Realizado;HTL-785;109;1;Superior;3;Mar;682,66;Horizonte Plaza Búzios;Horizonte Plaza;Búzios;RJ;praia;4;2008;8,9;Paulino Angiolini;457.972.518-25;M;1963-03-30;Curitiba;PR;paulino_angiolini@gmail.com;(16) 96099-4335;Bronze;5,0;345,57
RSV-30583121;QRT-04542;HSP-123895;Site Próprio;2026-05-21;30/05/2026;02.06.26;1;1139,49;Check-out Realizado;HTL-356;204;2;Standard;2;Montanha;1285,68;Horizonte Grand Resort Campos do Jordão;Horizonte Grand Resort;Campos do Jordão;SP;serra;5;2020;8,7;Moisés Arconet;927.282.709-45;M;1962-10-24;Recife;PE;moises.arconet@gmail.com;(51) 99829-5774;Prata;5,0;1978,9
RSV-62184685;QRT-86201;HSP-615025;Balcão;2026-02-13;13/02/2026;18/02/2026;1;618,98;Check-out Realizado;HTL-878;408;4;Standard;2;Piscina;443,53;Horizonte Plaza Maceió;Horizonte Plaza;Maceió;AL;praia;4;1999;9,0;Adiná Amanta;785.234.615-40;F;1987-12-20;Londrina;PR;adina.amanta@hotmail.com;(21) 99094-7987;Ouro;7,0;1093,52
RSV-01271334;QRT-96237;HSP-563235;OTA - BookNow;2025-08-04;16-08-2025;19/08/2025;2;436,56;Check-out Realizado;HTL-602;108;1;Standard;2;Jardim;381,29;Horizonte Plaza Gramado;Horizonte Plaza;Gramado;RS;serra;4;2001;7,9;Vilmar Arder;282.066.653-15;M;1983-11-17;Campinas;SP;vilmar_arder@yahoo.com.br;(21) 96143-1348;Bronze;2,0;882,52
RSV-12228935;QRT-70123;HSP-015064;Site Próprio;2026-01-07;06/02/2026;11/02/2026;1;498,83;Check-out Realizado;HTL-103;108;1;SUPERIOR;3;Piscina;312,28;Horizonte Express Florianópolis;Horizonte Express;Florianópolis;SC;praia;3;2004;8,7;Elvira Anjinho Nakamura;231.643.348-00;F;1980-03-06;Ribeirão Preto;SP;elvira.nakamura@outlook.com;(62) 96045-3815;Bronze;2,0;144,32
RSV-65306957;QRT-87613;HSP-184105;Site Próprio;2024-11-22;25.01.25;27/01/2025;2;244,38;Check-out Realizado;HTL-105;109;1;Standard;2;Piscina;185,53;Horizonte Express Foz do Iguaçu;Horizonte Express;Foz do Iguaçu;PR;eco;3;2013;8,8;Elcio Freyer Hornburg;155.109.542-48;M;1957-07-16;Campinas;SP;elciohornburg@hotmail.com;(16) 97389-1108;Bronze;2,0;235,17
RSV-47953411;QRT-28319;HSP-712827;Site Próprio;2025-06-04;12/07/2025;14/07/2025;2;1279,10;Check-out Realizado;HTL-485;501;5;Standard;2;Jardim;808,44;Horizonte Grand Resort Porto de Galinhas;Horizonte Grand Resort;Porto de Galinhas;PE;praia;5;2009;8,6;Janiele Azevedo;569.421.187-10;F;2001-04-20;Londrina;PR;janiele_azevedo@icloud.com;(11) 96104-5578;Ouro;4,0;664,56
RSV-84343607;QRT-26756;HSP-025440;Site Próprio;2025-07-11;06/10/2025;09/10/2025;1;2063,50;Check-out Realizado;HTL-356;202;2;Luxo;3;Jardim;1345,12;Horizonte Grand Resort Campos do Jordão;Horizonte Grand Resort;Campos do Jordão;SP;serra;5;2020;8,7;Rayan Ardani Leal;251.575.951-31;M;2004-10-20;São Paulo;SP;rayan_leal@gmail.com;(81) 98864-7513;Bronze;7,0;2208,67
RSV-85676885;QRT-72107;HSP-579234;Central Telefônica;2026-07-31;11-08-2026;14.08.26;1;200,17;Confirmada;HTL-606;505;5;Superior;3;Cidade;262,84;Horizonte Express São Paulo;Horizonte Express;São Paulo;SP;urbano;3;2017;9,0;Izabel Kurz Linke;120.631.755-86;F;1982-12-22;Uberlândia;MG;izabel.linke@yahoo.com.br;(19) 96152-2996;Diamante;0,0;0,0
RSV-02397547;QRT-12128;HSP-439866;OTA BookNow;2025-04-20;14/06/2025;17/06/2025;3;213,93;Check-out Realizado;HTL-606;403;4;Superior;3;Avenida;293,32;Horizonte Express São Paulo;Horizonte Express;São Paulo;SP;urbano;3;2017;9,0;Mirtes Alheiro Bucci;056.820.808-07;F;1995-11-28;Recife;PE;mirtes.bucci61@icloud.com;(62) 99496-1070;Ouro;2,0;67,26
RSV-37272361;QRT-59474;HSP-244266;OTA BookNow;2024-09-28;08/11/2024;12/11/2024;2;512,14;Check-out Realizado;HTL-105;108;1;Suíte Master;4;Mata;539,44;Horizonte Express Foz do Iguaçu;Horizonte Express;Foz do Iguaçu;PR;eco;3;2013;8,8;Amiga Couto;349.467.027-76;F;1960-02-11;Niterói;RJ;amiga_couto@icloud.com;(19) 97921-1562;Ouro;1,0;43,01
RSV-35012650;QRT-86712;HSP-247446;OTA BookNow;2025-03-20;14/06/2025;21/06/2025;2;325,42;Check-out Realizado;HTL-878;107;1;Standard;2;Piscina;506,86;Horizonte Plaza Maceió;Horizonte Plaza;MACEIÓ;AL;praia;4;1999;9,0;JEFFERSON XAVIER BONATO;115.490.443-11;M;1985-05-30;Campinas;SP;jefferson.bonato@icloud.com;(41) 98649-5901;Ouro;9,0;1507,84
RSV-06761682;QRT-81045;HSP-224668;Agência de Turismo;2025-09-12;06/03/2026;09/03/2026;2;1688,88;Check-out Realizado;HTL-485;101;1;Standard;2;Mar;962,02;Horizonte Grand Resort Porto de Galinhas;Horizonte Grand Resort;Porto de Galinhas;PE;praia;5;2009;8,6;Josiane Ardila;778.425.108-49;F;1963-12-08;Londrina;PR;josiane.ardila@icloud.com;(62) 98238-8915;Prata;2,0;235,35
RSV-16644497;QRT-23373;HSP-865762;Walk-in;2026-06-14;14-06-2026;16/06/2026;2;327,72;Check-out Realizado;HTL-108;206;2;Standard;2;Interna;420,29;Horizonte Plaza Belo Horizonte;Horizonte Plaza;Belo Horizonte;MG;urbano;4;2003;7,6;Bento Antoniazzi Bomfim;038.917.369-08;M;2000-08-14;Londrina;PR;bento.bomfim@uol.com.br;(81) 98893-6017;Diamante;7,0;430,22
RSV-46566985;QRT-03446;HSP-198592;Site Próprio;2025-10-25;09/12/2025;14/12/2025;2;547,84;Check-out Realizado;HTL-785;206;2;standard;2;Mar;479,96;Horizonte Plaza Búzios;Horizonte Plaza;Búzios;RJ;praia;4;2008;8,9;Simone Nakashima Aparo;536.143.269-50;F;1991-03-24;Rio de Janeiro;RJ;simoneaparo@hotmail.com;(16) 99505-7916;Ouro;9,0;1089,7
RSV-81623349;QRT-03659;HSP-724855;OTA BookNow;2025-01-08;01/03/2025;2025-03-04;1;1102,96;Check-out Realizado;HTL-485;302;3;Standard;2;Jardim;926,44;Horizonte Grand Resort Porto de Galinhas;Horizonte Grand Resort;Porto de Galinhas;PE;praia;5;2009;8,6;stefania burri castilho;279.354.445-01;F;1980-08-02;Rio de Janeiro;RJ;stefaniacastilho@uol.com.br;(11) 97400-8170;Prata;0,0;0,0
RSV-50209773;QRT-06780;HSP-876423;OTA ViajaMais;2025-10-11;2025-11-10;14/11/2025;2;248,63;Cancelada;HTL-606;202;2;SUPERIOR;3;Interna;293,11;Horizonte Express São Paulo;Horizonte Express;São Paulo;SP;urbano;3;2017;9,0;Ronaldo Anjos Tanaka;031.475.488-13;M;1984-02-22;Ribeirão Preto;SP;ronaldo.tanaka@gmail.com;(16) 97246-9016;Bronze;0,0;0,0
RSV-53259281;QRT-15710;HSP-401678;Site Próprio;2025-02-28;04/04/2025;07/04/2025;2;802,64;Check-out Realizado;HTL-485;207;2;Standard;2;Jardim;769,68;Horizonte Grand Resort Porto de Galinhas;Horizonte Grand Resort;Porto de Galinhas;PE;praia;5;2009;8,6;Georgina Watanabe Drissen;276.246.719-56;F;1973-09-30;Niterói;RJ;georginadrissen@uol.com.br;(62) 98343-8697;Diamante;7,0;1454,12
RSV-47766644;QRT-95776;HSP-404087;Site Próprio;2026-03-10;30/03/2026;01-04-2026;2;208,16;Check-out Realizado;HTL-103;104;1;Standard;2;Piscina;233,9;Horizonte Express Florianópolis;Horizonte Express;Florianópolis;SC;praia;3;2004;8,7;Elorisete Eisenhardt Löffler;081.332.412-27;F;1977-10-23;Brasília;DF;elorisete_loffler55@gmail.com;(21) 98963-4386;Ouro;0,0;0,0
RSV-78883311;QRT-44476;HSP-246125;OTA ViajaMais;2026-02-27;06/03/2026;2026-03-09;1;592,10;Check-out Realizado;HTL-602;211;2;Standard;2;Montanha;400,68;Horizonte Plaza Gramado;Horizonte Plaza;Gramado;RS;serra;4;2001;7,9;Biah Meller Heil;893.972.048-23;F;2001-10-22;Niterói;RJ;biah_heil36@outlook.com;(21) 98404-5143;Ouro;5,0;462,94
RSV-64955822;QRT-55013;HSP-905166;OTA BookNow;2024-10-07;27/12/2024;2024-12-29;2;257,18;Check-out Realizado;HTL-103;101;1;Standard ;2;Mar;225,31;Horizonte Express Florianópolis;Horizonte Express;Florianópolis;SC;praia;3;2004;8,7;tereza amiles;334.365.947-92;F;2000-01-04;Niterói;RJ;tereza.amiles16@icloud.com;(19) 96753-4834;Prata;1,0;387,45
RSV-65554443;QRT-21677;HSP-799953;OTA BookNow;2026-04-26;08/07/2026;11/07/2026;1;227,45;Cancelada;HTL-108;103;1;Standard;2;Cidade;349,24;Horizonte Plaza Belo Horizonte;Horizonte Plaza;Belo Horizonte;MG;urbano;4;2003;7,6;Linério Anibal;672.117.025-67;M;1984-06-05;Brasília;DF;linerio_anibal@uol.com.br;(19) 97294-6354;Ouro;0,0;0,0
RSV-59709017;QRT-50393;HSP-771814;OTA BookNow;2025-07-31;30/09/2025;04/10/2025;3;392,34;Check-out Realizado;HTL-785;310;3;Superior;3;Jardim;571,73;Horizonte Plaza Búzios;Horizonte Plaza;Búzios;RJ;praia;4;2008;8,9;Lorena Boni Alcantara;049.191.799-60;F;1984-09-15;São Paulo;SP;lorena_alcantara43@yahoo.com.br;(81) 99666-8336;Bronze;4,0;384,93
RSV-01710809;QRT-74766;HSP-088459;ViajaMais;2024-07-12;2024-10-05;09/10/2024;1;755,19;Check-out Realizado;HTL-356;309;3;Superior;3;Montanha;1053,8;Horizonte Grand Resort Campos do Jordão;Horizonte Grand Resort;Campos do Jordão;SP;serra;5;2020;8,7;Emanuel Kroener Horn;255.288.973-51;M;1972-02-02;Ribeirão Preto;SP;emanuel_horn@outlook.com;(11) 97810-1181;Bronze;14,0;5803,02
RSV-87306059;QRT-59512;HSP-717014;Site Próprio;2024-09-07;02/10/2024;06.10.24;1;378,41;Check-out Realizado;HTL-782;104;1;Standard;2;Jardim;503,8;Horizonte Plaza Bonito;Horizonte Plaza;Bonito;MS;eco;4;2022;7,9;Carla Luz Aoki;097.528.513-04;F;1961-07-17;Recife;PE;carla.aoki@uol.com.br;(11) 98306-8604;Prata;3,0;502,44
RSV-61353726;QRT-25078;HSP-180855;OTA ViajaMais;2026-04-06;24/04/2026;27/04/2026;1;1247,56;Check-out Realizado;HTL-602;205;2;Suíte Master;4;Jardim;863,64;Horizonte Plaza Gramado;Horizonte Plaza;Gramado;RS;serra;4;2001;7,9;Audires Alvarengas Araújo;255.872.937-34;F;1960-12-28;Curitiba;PR;audires.araujo@hotmail.com;(61) 99559-9300;Bronze;5,0;1355,29
RSV-74607605;QRT-24274;HSP-848469;Central Telefônica;2025-07-21;04/08/2025;07-08-2025;2;400,45;Check-out Realizado;HTL-878;101;1;Standard;2;Piscina;458,51;Horizonte Plaza Maceió;Horizonte Plaza;Maceió;AL;praia;4;1999;9,0;Elinor Anibal Freire;498.128.318-00;F;1965-04-01;Campinas;SP;elinor.freire56@yahoo.com.br;(19) 96085-3754;Prata;3,0;103,87
RSV-14452942;QRT-66170;HSP-854710;OTA BookNow;2026-08-02;05.08.26;09/08/2026;2;314,67;Confirmada;HTL-785;308;3;STD;2;Piscina;388,94;Horizonte Plaza Búzios;Horizonte Plaza;Búzios;RJ;praia;4;2008;8,9;Celmira Jung;582.821.135-81;F;1984-06-22;São Paulo;SP;celmirajung51@gmail.com;(41) 97659-6668;Diamante;0,0;0,0
RSV-65428707;QRT-86876;HSP-159504;OTA BookNow;2025-02-21;06/05/2025;10/05/2025;2;739,19;Check-out Realizado;HTL-785;309;3;Superior;3;Jardim;600,52;Horizonte Plaza Búzios;Horizonte Plaza;Búzios;RJ;praia;4;2008;8,9;Jandira Bonato Brandt;994.520.641-96;F;1980-04-10;Porto Alegre;RS;jandirabrandt@gmail.com;(11) 97717-2714;Bronze;7,0;1797,62
RSV-80979908;QRT-07031;HSP-069202;OTA - BookNow;2025-06-10;22/08/2025;25/08/2025;1;185,73;Check-out Realizado;HTL-105;205;2;Superior;3;Jardim;231,72;Horizonte Express Foz do Iguaçu;Horizonte Express;Foz do Iguaçu;PR;eco;3;2013;8,8;Aldair Loureiro Gonçalves;913.599.285-96;M;1969-01-27;Belo Horizonte;MG;aldair_goncalves@hotmail.com;(61) 98809-6578;Prata;0,0;0,0
RSV-53480729;QRT-59512;HSP-877407;Agência de Turismo;2026-05-02;05/06/2026;07/06/2026;1;751,62;Cancelada;HTL-782;104;1;Standard;2;Jardim;503,8;Horizonte Plaza Bonito;Horizonte Plaza;Bonito;MS;eco;4;2022;7,9;Jani Ferreira;125.174.342-04;F;1973-04-29;Porto Alegre;RS;jani.ferreira40@hotmail.com;(81) 98197-9387;Bronze;0,0;0,0
RSV-90238959;QRT-73232;HSP-923115;OTA BookNow;2025-05-03;20/06/2025;24-06-2025;2;1199,68;Check-out Realizado;HTL-782;108;1;Luxo;3;Mata;739,47;Horizonte Plaza Bonito;Horizonte Plaza;Bonito;MS;eco;4;2022;7,9;Arcelino Luz;811.594.853-56;F;1987-07-22;Rio de Janeiro;RJ;arcelino_luz90@gmail.com;(31) 98805-8379;Bronze;2,0;366,96
RSV-57941631;QRT-88939;HSP-702433;Agência de Turismo;2025-01-31;25/07/2025;28/07/2025;3;209,97;Check-out Realizado;HTL-606;502;5;Superior;3;Cidade;302,44;Horizonte Express São Paulo;Horizonte Express;São Paulo;SP;urbano;3;2017;9,0;Larice Cardoso;785.219.793-04;F;1970-01-24;Goiânia;GO;larice.cardoso@yahoo.com.br;(11) 99188-4974;Bronze;0,0;0,0
RSV-83326687;QRT-75043;HSP-362204;Central Telefônica;2025-01-09;17/01/2025;19-01-2025;2;155,92;Check-out Realizado;HTL-606;206;2;Standard;2;Interna;185,11;Horizonte Express São Paulo;Horizonte Express;São Paulo;SP;urbano;3;2017;9,0;Vicente Kinoshita Alcobia;503.602.919-45;M;1990-07-21;Goiânia;GO;vicente.alcobia87@gmail.com;(31) 97907-2058;Diamante;0,0;0,0
RSV-00771568;QRT-91628;HSP-278977;Central Telefônica;2025-05-11;08/06/2025;10/06/2025;1;225,77;Check-out Realizado;HTL-606;408;4;STD;2;Interna;259,97;Horizonte Express São Paulo;Horizonte Express;São Paulo;SP;urbano;3;2017;9,0;Amanda Wanderley Friedrich;288.669.112-75;F;1970-04-09;Rio de Janeiro;RJ;amandafriedrich26@hotmail.com;(21) 97080-3726;Prata;4,0;276,18
RSV-15027645;QRT-81045;HSP-973748;Site Próprio;2024-06-13;22/07/2024;25-07-2024;1;1009,71;Check-out Realizado;HTL-485;101;1;Standard;2;Mar;962,02;Horizonte Grand Resort Porto de Galinhas;Horizonte Grand Resort;Porto de Galinhas;PE;praia;5;2009;8,6;Amabilis Luz Leite;756.673.158-07;F;1959-09-30;Rio de Janeiro;RJ;amabilisleite60@gmail.com;(51) 99267-8613;Bronze;10,0;2884,99
RSV-97581955;QRT-03049;HSP-749529;Central Telefônica;2026-05-10;05/06/2026;08/06/2026;3;1086,68;Check-out Realizado;HTL-602;305;3;Suíte Master;4;Vale;1080,52;Horizonte Plaza Gramado;Horizonte Plaza;Gramado;RS;serra;4;2001;7,9;Antero Heller Antenor;749.281.871-80;M;2007-01-14;Brasília;DF;antero.antenor@hotmail.com;(19) 96956-6746;Diamante;7,0;2084,84
RSV-80094995;QRT-99814;HSP-500560;OTA BookNow;2026-04-02;12/06/2026;14.06.26;1;579,60;Check-out Realizado;HTL-602;302;3;Standard;2;Vale;488,85;Horizonte Plaza Gramado;Horizonte Plaza;Gramado;RS;serra;4;2001;7,9;Moab Ehmke Campigotto;608.989.112-65;M;1952-05-27;Londrina;PR;moabcampigotto62@gmail.com;(51) 96973-5855;Bronze;0,0;0,0
RSV-39345520;QRT-69411;HSP-319560;OTA BookNow;2025-11-13;16/01/2026;19/01/2026;2;1475,80;Check-out Realizado;HTL-878;203;2;Luxo;3;Mar;897,5;Horizonte Plaza Maceió;Horizonte Plaza;Maceió;AL;praia;4;1999;9,0;Araci Meier;091.141.319-78;M;1984-04-25;Rio de Janeiro;RJ;aracimeier85@uol.com.br;(31) 99361-4351;Bronze;1,0;367,53
RSV-30095811;QRT-09674;HSP-976306;Site Próprio;2025-12-25;27/02/2026;01-03-2026;2;666,15;Check-out Realizado;HTL-356;109;1;Standard;2;Montanha;887,06;Horizonte Grand Resort Campos do Jordão;Horizonte Grand Resort;Campos do Jordão;SP;serra;5;2020;8,7;Haroldo Drissen Bertozzi;362.608.463-98;M;1957-05-15;Niterói;RJ;haroldobertozzi@yahoo.com.br;(61) 97581-2036;Diamante;5,0;1099,48
RSV-08610476;QRT-82431;HSP-650683;OTA ViajaMais;2026-05-28;16/07/2026;17/07/2026;2;302,22;Confirmada;HTL-606;208;2;Luxo;3;Cidade;293,64;Horizonte Express São Paulo;Horizonte Express;São Paulo;SP;urbano;3;2017;9,0;Dorival Kimura Feiler;034.469.459-38;M;2002-01-10;Campinas;SP;dorival_feiler@uol.com.br;(62) 98627-4319;Bronze;0,0;0,0
